n,t,fa,seed,latency_ms,jitter_pct,bw_kbps,setup_ms,sharing_ms,verification_ms,threshold_ms,bytesIn_setup,bytesOut_setup,msgsIn_setup,msgsOut_setup,bytesIn_sharing,bytesOut_sharing,msgsIn_sharing,msgsOut_sharing,bytesIn_verification,bytesOut_verification,msgsIn_verification,msgsOut_verification,bytesIn_threshold,bytesOut_threshold,msgsIn_threshold,msgsOut_threshold
10,6,1,0,20,2.0,0.0,458,136,351,272,1317,710,648,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,1,0,20,2.0,0.0,510,422,331,116,1446,963,603,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,1,0,20,2.0,0.0,466,801,320,215,1494,314,565,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,1,0,20,2.0,0.0,476,063,337,708,1230,186,624,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,1,0,20,2.0,0.0,488,844,394,758,1377,656,547,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,1,0,20,2.0,0.0,501,899,340,044,1381,870,533,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,1,0,20,2.0,0.0,504,264,322,245,1483,995,553,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,795,302,538,291,3239,184,797,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,214,791,218,805,2580,082,433,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,115,347,117,332,2021,818,473,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,956,497,499,110,2747,312,665,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,152,569,167,762,2083,750,434,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,118,631,140,155,1859,952,322,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,883,945,560,358,2871,424,716,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,160,472,166,427,2112,744,405,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,127,768,117,327,1725,945,356,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,1018,329,512,303,3076,340,681,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,152,342,165,629,1926,779,343,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,135,602,106,439,1809,848,354,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,1053,816,548,729,2956,936,636,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,179,723,176,298,1966,415,410,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,123,242,109,460,1870,812,353,081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,783,880,510,943,2824,359,661,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,371,138,234,883,2164,210,492,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,153,050,111,647,1708,514,404,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,905,459,509,025,3553,728,660,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,216,875,147,233,2136,694,474,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,174,443,126,084,1995,478,338,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,892,122,491,351,2838,775,670,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,138,855,229,650,2009,323,332,064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,109,610,102,219,1731,766,407,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,905,536,424,661,2767,433,746,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,150,937,168,295,2017,639,335,050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,212,119,183,941,1745,549,303,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,991,698,531,434,2834,844,691,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,157,354,133,582,1973,923,422,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,146,864,147,944,1893,545,317,053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,857,231,456,275,2775,182,684,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,151,246,144,952,2015,622,412,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,207,880,209,851,1823,687,322,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,3181,006,2477,077,60271,430,5985,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,1104,553,2128,756,63882,083,5649,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,3672,491,3392,457,130513,114,122695,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,1793,712,2570,746,209966,636,228092,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,3296,639,2557,891,57851,741,4520,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,3667,918,2568,202,61710,949,4102,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,3440,842,3495,448,56909,758,4776,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,3519,660,2416,549,59677,139,5409,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,3789,193,2512,177,64777,216,4850,030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,4013,821,2773,967,55893,896,4103,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,4011,312,2458,760,58236,198,3962,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,717,825,1307,631,58518,810,3538,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,952,368,1278,506,60188,475,3375,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,3811,714,2562,608,54720,570,5950,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,1226,246,1561,704,59985,528,3617,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,1273,586,1451,396,68254,888,3487,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,3181,766,3291,649,59041,534,4769,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,777,027,1678,335,63131,913,3767,080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,41,1,0,5,0.0,0.0,664,741,1437,448,64422,771,4097,040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,927,232,445,957,2654,223,857,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,150,729,179,042,2077,441,389,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,0.0,0.0,145,867,199,653,1763,435,358,072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,2.0,0.0,918,076,502,618,2646,141,687,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,2.0,0.0,177,169,147,628,2016,578,370,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,2.0,0.0,108,217,122,509,1787,843,425,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,2.0,0.0,907,347,519,416,2874,221,655,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,2.0,0.0,146,834,158,948,1975,183,393,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,5,2.0,0.0,114,520,96,337,1718,036,308,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
